Lon,Lat,Count
4.7595229,52.3093171,13
4.7595261,52.3092067,3
4.7595491,52.3090662,3
4.7596266,52.3092452,11
4.759642,52.3091006,13
4.7597331,52.3091344,13
4.7597969,52.3093105,11
4.7598229,52.3091677,13
4.7599245,52.3092054,13
4.7600067,52.3092359,11
4.7600714,52.4081002,2
4.7601057,52.4082495,2
4.7601162,52.4081764,2
4.7601457,52.4043187,1
4.7601773,52.4082962,2
4.760203,52.4043709,1
4.7602051,52.4083031,2
4.7602208,52.4043256,1
4.7602426,52.4040053,1
4.7602583,52.4080764,1
4.7602812,52.4046423,2
4.7603135,52.404012,1
4.760339,52.4043893,6
4.7604588,52.404031,1
4.7605462,52.4089641,1
4.7614818,52.4065793,1
4.7618259,52.3549678,1
4.7621127,52.4089091,1
4.7621355,52.4087941,1
4.7622939,52.354771,1
4.7622976,52.3549501,1
4.7624237,52.3545716,1
4.7624444,52.3550751,1
4.7625232,52.4067797,1
4.7625277,52.3547491,1
4.7625508,52.3547954,1
4.7626121,52.3552076,1
4.7626913,52.3548976,1
4.7627779,52.4068064,1
4.7628755,52.3549557,1
4.7629103,52.4067828,1
4.7634363,52.3543392,1
4.7634779,52.3542701,1
4.7636989,52.358565,1
4.7638508,52.4062904,1
4.7640891,52.3585695,1
4.764117,52.3585888,1
4.7643195,52.3954232,1
4.7644675,52.3972433,2
4.7645162,52.3970212,7
4.7645172,52.3971217,2
4.7645185,52.3969287,7
4.7646332000000005,52.3218224,5
4.7647141,52.3965337,1
4.7647206,52.399728,1
4.7647834,52.3220142,5
4.7649671,52.3217338,18
4.7649698,52.3212436,17
4.7650039,52.3545819,1
4.7651106,52.3219199,7
4.7652863,52.3211518,16
4.7654083,52.3204993,12
4.7654124,52.3218256,7
4.7654258,52.3213469,6
4.7655061,52.4059133,2
4.7655585,52.3202206,15
4.7655666,52.3206534,12
4.765584,52.321542,4
4.7655907,52.3210576,16
4.7657061,52.3196132,15
4.7657195,52.3208288,16
4.7657342,52.3217371,11
4.7658804,52.320578,16
4.7658978,52.3214477,12
4.7659045,52.3219289,7
4.7660172,52.3203157,13
4.7660333,52.322124,9
4.7660454,52.3216412,11
4.7660722,52.3211617,17
4.7662036,52.3199173,15
4.7662076,52.32136,12
4.7662103,52.3218379,7
4.7662239,52.3956685,1
4.7662365,52.3958118,1
4.7663283,52.3202649,15
4.7663444,52.3206862,16
4.766386,52.3215568,11
4.7664866,52.3204321,11
4.7665295,52.3217478,16
4.7665308,52.3212682,14
4.7666247,52.3224437,1
4.7666422,52.3206157,14
4.7667146,52.3199189,15
4.7667897,52.3203649,11
4.766795,52.3207862,14
4.7668836,52.3215043,16
4.7669426,52.3205469,11
4.7669613,52.3209715,15
4.766964,52.3199894,15
4.7672604,52.3196714,15
4.7672671,52.3204469,15
4.767487,52.320014,13
4.7675782,52.3208108,11
4.7677177,52.32056,15
4.7677539,52.319887,15
4.7680262,52.3198402,7
4.7681951,52.3206469,14
4.7682812,52.2797189,1
4.7687068,52.3812657,1
4.7688128,52.3812661,1
4.7689395,52.3198607,11
4.7690684,52.3956885,1
4.7690745,52.3955129,3
4.7691058,52.3200198,12
4.7692265,52.3202436,12
4.7692318,52.3198001,12
4.7694062,52.3194976,9
4.769484,52.3216453,15
4.7695591,52.3201288,12
4.7697119,52.32036,15
4.7697535,52.3211477,14
4.7698472,52.3762455,1
4.7700043,52.3198279,10
4.7700794,52.3210674,15
4.7701666,52.3199943,14
4.7702323,52.321251,14
4.7704791,52.3199353,10
4.7707017,52.3195443,2
4.7707714,52.3198722,7
4.7709028,52.3196443,2
4.7710665,52.319805,7
4.7719533,52.398831,1
4.7721418,52.3987741,1
4.772234,52.3922742,1
4.7737174,52.3728984,1
4.7741728,52.399658,1
4.77587,52.3719165,1
4.7758876,52.3717911,1
4.7759076,52.3718843,1
4.7759198,52.3719949,1
4.7759647,52.3717963,1
4.7760156,52.3798343,1
4.7760156,52.3798842,1
4.7760206,52.379949,1
4.7770946,52.3820791,1
4.7773143000000005,52.3820313,1
4.7785893,52.3987272,2
4.7788293,52.3603098,1
4.7790091,52.3957618,1
4.779064,52.3819104,1
4.7790839,52.395642,1
4.7791107,52.3819343,1
4.7792176,52.3957644,1
4.7793168,52.3818667,1
4.7794169,52.3956299,1
4.7805877,52.3894057,1
4.7806768,52.3956171,1
4.781214,52.3956193,1
4.7813709,52.3956164,1
4.7824887,52.3485127,1
4.7825309,52.3482986,1
4.7826306,52.3483912,1
4.7826937,52.3907119,11
4.7827015,52.3485296,1
4.7827553,52.348333,1
4.7828094,52.3483893,1
4.7828821,52.3614789,1
4.7828885,52.3644653,1
4.7831346,52.3907016,2
4.7833308,52.3906955,2
4.7833969,52.3644062,1
4.7835171,52.3906942,1
4.7845381,52.3678658,1
4.7845542,52.3956276,2
4.784714,52.3956282,2
4.785304,52.3894583,1
4.7853881,52.3893817,1
4.7860908,52.3906465,1
4.7860908,52.3909631,1
4.786094,52.3908052,1
4.7862564,52.4211544,1
4.7875314,52.3559246,2
4.7876947,52.3923646,4
4.7878869,52.3923725,4
4.7882888,52.3923646,4
4.7885208,52.3923685,7
4.7887222,52.4059428,1
4.7889601,52.4059365,1
4.7892172,52.3892184,1
4.7894196,52.4059321,1
4.7894825,52.3917335,1
4.789634,52.390482,8
4.7899738,52.391907,1
4.7902349,52.3918912,1
4.7903719,52.3925339,5
4.7903732,52.3927109,6
4.7903784,52.3915674,1
4.7903988,52.3924202,5
4.7904376,52.3927913,6
4.790448,52.3916217,1
4.7906811,52.3957743,1
4.7909658,52.4057116,1
4.7911757,52.4057113,2
4.7911782,52.3957747,1
4.7913659,52.4057107,2
4.7915979,52.3957758,1
4.7916318,52.4223373,3
4.7917069,52.4222514,3
4.7918317,52.4221001,1
4.7919094,52.4220126,1
4.7919778,52.4219365,1
4.7920529,52.4218539,1
4.7924043,52.4212986,1
4.792411,52.4215039,1
4.7925317,52.4212291,1
4.7926578,52.4211628,1
4.7928066,52.4210835,1
4.7928859,52.3912508,6
4.7928872,52.391317,6
4.7928944,52.3923506,9
4.7929367,52.4209976,1
4.7930239,52.4209363,1
4.7931084,52.4208627,1
4.7933295,52.3415488,1
4.7934435,52.3416241,1
4.7934974,52.3415215,1
4.7935544,52.3416571,1
4.7935868,52.3415789,1
4.7936114,52.3417088,1
4.7936915,52.3414876,1
4.7937362,52.3415629,1
4.7939103,52.3416053,1
4.7939519,52.3416618,1
4.7939888,52.3417201,1
4.7947954,52.3979696,1
4.7949205,52.401342,1
4.7949495,52.4179655,1
4.7950311,52.3979648,1
4.7950588,52.4179382,1
4.7952136,52.3979682,1
4.7954229,52.3944127,1
4.7961537,52.416024,1
4.7963168,52.397957,1
4.796684,52.3487355,1
4.7970198,52.3418643,1
4.7970828,52.3486506,1
4.7972708,52.4020636,6
4.797658,52.4011939,1
4.7977066,52.3416521,1
4.79774,52.3419125,1
4.7977563,52.341608,1
4.797772,52.3417071,1
4.7977846,52.3419129,1
4.7978156,52.3417142,1
4.797848,52.3416053,1
4.7988584,52.3653518,1
4.7989133,52.3655284,1
4.7989536,52.3653857,1
4.7990152,52.4144343,1
4.7990375,52.3655522,1
4.7990989,52.365402,1
4.7991585,52.3655621,1
4.7991903,52.3654282,1
4.7991961,52.4125937,2
4.7993178,52.3654557,1
4.7994429,52.3654611,1
4.7995556,52.3654884,1
4.7995716,52.4124235,1
4.7997038,52.3655154,1
4.7998206,52.3655422,1
4.7999496,52.3655616,1
4.8000036,52.3976133,2
4.8000907,52.3655873,1
4.8001222,52.3657512,1
4.8001819,52.4139521,1
4.8002516,52.3656343,1
4.8003763,52.3418185,1
4.8003868,52.365663,1
4.8005076,52.4147374,1
4.8005566,52.3656923,1
4.8006869,52.365728,1
4.8008419,52.365767,1
4.8008468,52.3658925,1
4.800976,52.3658014,1
4.801144,52.3658135,1
4.8013099,52.3658452,2
4.8014494,52.3658898,2
4.8014891,52.3589429,1
4.8015847,52.3589624,1
4.801766,52.3499759,1
4.80179,52.3590034,1
4.8018979,52.359024,1
4.8020961,52.3590672,6
4.8021987,52.3590834,6
4.8033616,52.3441336,1
4.8033685,52.3443979,1
4.8033856,52.3439894,1
4.8034496,52.3439288,1
4.8034655,52.3440315,1
4.8034866,52.3662592,1
4.8039626,52.3659666,1
4.8040133,52.3658494,5
4.8040531,52.3657768,4
4.8040911,52.3657072,4
4.80419,52.4159471,1
4.8042715,52.4158965,1
4.8042884,52.3653327,1
4.8043078,52.415973,1
4.8043294,52.3652591,1
4.8043472,52.3660265,7
4.8043947,52.3653563,1
4.8044001,52.3659256,4
4.8044368,52.3814384,1
4.8044405,52.3658541,4
4.8044773,52.3657845,4
4.8044827,52.364983,5
4.8045177,52.3657148,4
4.8045255,52.364901,5
4.8045777,52.3653088,1
4.8045931,52.3649956,5
4.8046001,52.3659646,4
4.804636,52.3649141,5
4.8046388,52.3658944,4
4.8046523,52.3661676,7
4.8046746,52.3658247,4
4.8046817,52.3648326,5
4.8047117,52.3661925,7
4.8047152,52.3657509,4
4.8047209,52.3653378,1
4.8047251,52.3647531,1
4.8047328,52.3650218,1
4.8047477,52.3644916,1
4.8047501,52.3656812,5
4.8047685,52.3646716,1
4.8047774,52.3649409,1
4.8048119,52.3645907,1
4.804822,52.3648585,1
4.8048595,52.3644999,1
4.8048659,52.3647758,1
4.804876,52.36505,1
4.8049099,52.3646916,1
4.8049191,52.3649723,1
4.8049539,52.3646118,1
4.8049681,52.3648872,1
4.8049972,52.3645334,1
4.8050109,52.3648041,1
4.8050587,52.3647196,1
4.8051018,52.3646415,1
4.8051247,52.3946442,1
4.8051419,52.364563,1
4.8051874,52.3644794,1
4.8052519,52.3635215,4
4.8052986,52.363431,4
4.8054625,52.3650356,1
4.8054756,52.3653275,1
4.8055113,52.36585,4
4.8055677,52.3653892,1
4.805574,52.3651917,1
4.805576,52.3664488,1
4.8056301,52.365069,1
4.805692,52.3652713,1
4.8057044,52.3635113,11
4.8057089,52.3626747,1
4.8057388,52.3664825,1
4.8057438,52.3652251,1
4.8057504,52.3625733,1
4.8057863,52.3652877,1
4.8058,52.3651038,1
4.805814,52.3654354,1
4.8058428,52.3624071,1
4.8058508,52.3653164,1
4.8059159000000005,52.3652588,1
4.8059735,52.3651372,1
4.8059739,52.363055,12
4.805998,52.3634085,11
4.8060117,52.3629819,12
4.8060132,52.3654336,1
4.8060225,52.3620713,2
4.806023,52.3653682,1
4.806065,52.3653469,1
4.806072,52.3619869,2
4.8060801,52.3652902,1
4.8061315,52.3644969,1
4.8061387,52.365172,1
4.8062389,52.3646432,1
4.8062503,52.3653259,1
4.8063022,52.3645316,1
4.8063134,52.3652112,1
4.8064323,52.4135812,1
4.806474,52.3645675,1
4.8065202,52.3652489,1
4.8065833,52.3647122,1
4.8066428,52.3646016,1
4.8067545,52.3651623,1
4.8068346,52.3650091,1
4.8068441,52.3646399,1
4.8068714,52.3649365,1
4.8069058,52.3642705,1
4.8069101,52.364868,1
4.8069516,52.3647902,1
4.8069613,52.3644194,1
4.806987,52.360275,3
4.8070169,52.3643163,1
4.8070197,52.360215,3
4.8070716,52.3642081,1
4.8070903,52.3665823,1
4.807095,52.3600771,3
4.8071135,52.3644505,1
4.8071162,52.3648173,1
4.8071283,52.3641036,1
4.8071371,52.3600001,3
4.8071696,52.3643465,1
4.8071714,52.3647059,1
4.8071833,52.3639977,1
4.8071921,52.3598994,6
4.8072269,52.3642408,1
4.8072397,52.3638808,1
4.8072506,52.3597923,6
4.8072822,52.3648496,1
4.8072831,52.3641357,1
4.8073176,52.3596967,6
4.8073392,52.3640304,1
4.8073413,52.3647396,1
4.8073626,52.3596122,5
4.8074061,52.3595304,5
4.8074083,52.3639157,1
4.8074449,52.366705,1
4.8074483,52.3607737,11
4.8074525,52.3648864,1
4.8074786,52.3593944,5
4.8074964,52.3659401,1
4.8075135,52.3647753,1
4.8075322,52.3592937,5
4.8075609,52.3592119,5
4.807606,52.3591284,5
4.8076672,52.3590148,8
4.8076841,52.3648098,1
4.8076919,52.3638415,4
4.807697,52.3589596,8
4.8077275,52.358903,8
4.8077738,52.360358,1
4.8077779,52.3588096,8
4.8078114,52.3649697,1
4.8078286,52.3604197,1
4.8078336,52.3626502,1
4.8078575,52.3648445,1
4.8079129,52.362527,1
4.8079282,52.36497,1
4.8079599,52.3605725,1
4.8079736,52.3626531,1
4.8079742,52.3648818,1
4.8080155,52.362649,1
4.8080285,52.3649906,1
4.8080338,52.3593513,5
4.8080581,52.3625162,1
4.8080716,52.364901,1
4.8081071,52.3592096,5
4.8081453,52.3596771,9
4.8081533,52.3591247,1
4.8081622,52.3652789,1
4.8081771,52.3580657,1
4.8081935,52.3590506,1
4.8082074,52.365123,1
4.8082089,52.3652074,1
4.8082119,52.3580012,1
4.8082321,52.3589797,1
4.8082591,52.3579135,1
4.8082977,52.357843,1
4.8083197,52.3588183,1
4.8083373,52.357771,1
4.8083766,52.3576995,1
4.8083863,52.359236,1
4.8084133,52.3576295,1
4.808548,52.358169,1
4.8085623,52.3590269,1
4.8085886,52.358095,1
4.8086329,52.3580138,1
4.8086725,52.3579389,1
4.8087131,52.357862,1
4.8087952,52.3577119,1
4.8088352,52.357635,1
4.8088782,52.3566778,9
4.809006,52.3564313,9
4.8093454,52.3577511,1
4.8098992,52.3566737,1
4.8099063,52.3566711,1
4.8099124,52.3566888,1
4.8099164,52.3566744,1
4.809919,52.3566809,1
4.8101651,52.404366,1
4.8102565,52.3624246,1
4.8106458,52.3547671,1
4.8106956,52.3570518,1
4.8107397,52.3547864,1
4.8108346,52.3571305,1
4.8108376,52.3548077,1
4.811361,52.341332,1
4.8118263,52.3498358,1
4.8118303,52.3497327,1
4.8119523,52.3497327,1
4.8119563,52.349657,1
4.8119584,52.3498333,1
4.8120732,52.3496082,1
4.8122565,52.3495395,1
4.8122627,52.3496101,1
4.8123959,52.3572087,1
4.8124244,52.3495423,1
4.8124352,52.3496101,1
4.8125041,52.3575117,1
4.8126031,52.349611,1
4.8126062,52.3495442,1
4.8127864,52.3496101,1
4.8128623,52.3575842,1
4.8130182,52.3184803,1
4.8131981,52.3576521,1
4.8135549,52.3577242,1
4.8138627,52.3579666,1
4.8138823,52.3579253,1
4.8140261,52.357996,1
4.8140373,52.338549,1
4.8140463,52.3579565,1
4.8141521,52.3493807,1
4.8141544,52.3493577,1
4.8142677,52.3493742,1
4.8142969,52.3493582,1
4.8149388,52.3599356,4
4.814968,52.359827,4
4.8155925,52.360089,2
4.8156995,52.3588677,1
4.8158174,52.3586724,1
4.8158335,52.3586477,1
4.8158526,52.3586242,1
4.8159364,52.3589591,1
4.8159409,52.3589262,1
4.8162113,52.3588914,1
4.8162359,52.3588677,1
4.8170889,52.3470871,1
4.8172431,52.3470888,1
4.8173812,52.347092,1
4.8175328,52.3470961,1
4.817683,52.3470953,1
4.8182196,52.3755471,1
4.8184552,52.3751467,8
4.8184972,52.3752399,1
4.8188798,52.3478106,1
4.8189834,52.3581062,1
4.8189879,52.3580248,1
4.8190079,52.3478135,1
4.8190448,52.3597112,1
4.8191782,52.3478151,1
4.8193418,52.3478118,1
4.8195202,52.3478168,1
4.8196865,52.3478192,1
4.8198254,52.3501651,1
4.8198608,52.3478225,1
4.8199289,52.3933457,1
4.8200218,52.34782,1
4.8200963,52.3479467,1
4.8200993,52.393325,1
4.8201054,52.3931784,1
4.8201171,52.3923727,5
4.8213984,52.3940664,9
4.8214997,52.3940703,9
4.8235493,52.3443232,1
4.8236421,52.3443181,1
4.8237287,52.3444179,1
4.8237741,52.3443108,1
4.8239103,52.3443326,1
4.8240297,52.3443603,1
4.8240527,52.3444205,1
4.824191,52.3442946,1
4.8244235,52.3443317,1
4.8245061,52.4176094,7
4.824541,52.4175352,7
4.8245815,52.4174604,10
4.8246433,52.4173421,10
4.8246782,52.4172803,11
4.8247131,52.4172104,11
4.8247872,52.4170663,11
4.8248671,52.3432393,1
4.8248957,52.3431609,1
4.8249155,52.3430553,1
4.825138,52.4163938,3
4.8252144,52.4162442,3
4.825255,52.4161619,5
4.8253598,52.3230554,1
4.8255951,52.4152753,1
4.8256172,52.392138,3
4.8256172,52.415392,1
4.8256473,52.4155224,1
4.8256559,52.4172973,3
4.8256743,52.371869,1
4.8256889,52.4004777,5
4.8257106,52.4153214,1
4.8257143,52.3921383,3
4.8257455,52.4171759,3
4.8257474,52.4161504,5
4.8258011,52.416277,5
4.8258168,52.3921436,3
4.8258205,52.4170686,3
4.8258327,52.3718382,1
4.8258521,52.4164033,5
4.8258785,52.4169245,8
4.8258907,52.4004748,5
4.8258973,52.4165393,8
4.8259011,52.4168097,8
4.8259129,52.4166774,8
4.8259241,52.4162486,5
4.8259437,52.4132552,1
4.825987,52.4003603,8
4.8259931,52.4172167,1
4.8260124,52.4133515,1
4.8260181,52.4155337,9
4.8260605,52.4171008,1
4.8260751,52.4132327,1
4.8261157,52.4169642,3
4.8261459,52.4165626,1
4.8261459,52.4168365,3
4.8261572,52.4166998,1
4.826193,52.4134062,1
4.8262246,52.4004725,8
4.8262605,52.4175829,1
4.8262685,52.4132816,1
4.826435,52.4004748,8
4.8264515,52.4165203,1
4.8264798,52.4166673,1
4.8264958,52.4167844,3
4.8265133,52.400476,8
4.8265166,52.4003257,8
4.8265949,52.4003252,8
4.8266081,52.4164953,1
4.8266555,52.4122291,1
4.8266604,52.4166029,3
4.8267137,52.4167128,3
4.8267227,52.4121358,1
4.8267453,52.3572801,1
4.8267547,52.4004766,1
4.8267656,52.4168209,2
4.826792,52.4157299,5
4.8268028,52.4005042,1
4.8268121,52.4120359,1
4.8268311,52.412156,1
4.8268349,52.4169256,2
4.8269198,52.4170257,2
4.8269264,52.4120507,1
4.8269337,52.4157119,5
4.8270641,52.4121439,1
4.8270794,52.4156941,5
4.8271283,52.400686,8
4.8271292,52.4173899,3
4.8271716,52.4120317,1
4.8271827,52.4116302,1
4.8272023,52.4174279,3
4.8272235,52.4156758,5
4.8272518,52.4006826,8
4.8272872,52.4174667,3
4.8272979,52.4115296,1
4.8273678,52.4156578,1
4.8273726,52.4172326,9
4.8274485,52.4172311,9
4.8274494,52.4134905,4
4.827481,52.4005646,4
4.827581,52.4005646,4
4.8276355,52.3573172,1
4.8276871,52.4157523,1
4.8277126,52.4158288,1
4.827764,52.4086763,1
4.8277816,52.4086922,1
4.8278007,52.4087095,1
4.82782,52.408727,1
4.8278315,52.4005635,4
4.8278347,52.4161792,10
4.8278392,52.4087443,1
4.8278567,52.4087602,1
4.8278659,52.4162661,10
4.8278769,52.4087785,1
4.8278965,52.4087962,1
4.8278975,52.4163555,10
4.8279151,52.408813,1
4.8279312,52.3575518,1
4.8279325,52.4088287,1
4.8279366,52.400564,4
4.827939,52.4164775,8
4.8279508,52.4088453,1
4.8279668,52.4165623,8
4.827997,52.4166492,7
4.8280281,52.4167378,6
4.8280319,52.4109949,1
4.8280474,52.3468269,1
4.8280588,52.416825,6
4.8280788,52.4108397,1
4.828088,52.416909,6
4.8280907,52.3460839,2
4.8281144,52.3469358,1
4.8281201,52.4169996,6
4.8281531,52.4170939,10
4.8281545,52.4108988,1
4.8281828,52.4005639,3
4.8281842,52.4171831,10
4.8282153,52.4172737,10
4.8282566,52.346831,1
4.8282799,52.4107987,1
4.828287,52.4005642,3
4.8283309,52.4109523,1
4.8284081,52.3469375,1
4.8284427,52.4108746,1
4.8285363,52.4005651,3
4.8285449,52.3468408,1
4.8286209,52.408385,3
4.8286411,52.3612802,1
4.8286422,52.4005643,3
4.8286438,52.3613556,1
4.8286495,52.3469424,1
4.8286587,52.4084186,3
4.8287528,52.3468449,4
4.8288916,52.400565,2
4.8289261,52.400678,4
4.8289781,52.3469481,1
4.8289907,52.4005646,2
4.8290317,52.4006797,4
4.8291028,52.346849,4
4.8291081,52.4006797,4
4.8292048,52.3469522,1
4.8292251,52.4006791,4
4.829243,52.4005663,2
4.8292958,52.4110668,1
4.8293411,52.4006803,4
4.8293496,52.3468514,4
4.8294099,52.3467785,3
4.8294327,52.3469555,1
4.8294562,52.4006809,6
4.8294723,52.4219165,6
4.8295401,52.4006791,6
4.8296071,52.346849,3
4.8296542,52.4006797,6
4.8297071,52.4113741,2
4.8297533,52.3467843,3
4.8297608,52.3937254,11
4.8297613,52.3469555,1
4.8297816000000005,52.4006814,6
4.8298504,52.4114362,2
4.8298882,52.4006797,6
4.8298914,52.3468547,3
4.8298929,52.3937248,11
4.8299947,52.4006814,6
4.8299987,52.3469571,1
4.8300183,52.393726,11
4.830106,52.4006803,8
4.8301607,52.3937271,13
4.8302871,52.393726,13
4.8303348,52.40068,8
